,REACT_SMILES,rxn_nrj
813,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](Cl)(C#N)[N+](=O)[O-].F,46.410481176670245
814,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.42058146867596
815,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](F)(C#N)[N+](=O)[O-].Cl,-46.15958141911026
816,[H]N([H])C([H])([H])[C@](F)(C#N)[N+](=O)[O-].H>>[H]N([H])C([H])([H])[C@@]([H])(C#N)[N+](=O)[O-].F,-28.284575192501222
817,[H]N([H])C([H])([H])[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])C([H])([H])[C@@](Cl)(C#N)[N+](=O)[O-].F,46.39324622592597
818,[H]N([H])C([H])([H])[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])C([H])([H])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.67770036542646
819,[H]N([H])C([H])([H])[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])C([H])([H])[C@@](F)(C#N)[N+](=O)[O-].Cl,-45.97528737937528
820,[H]N([H])[C@]([H])([N+](=O)[O-])[C@](F)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F,-32.227135791546566
821,[H]N([H])[C@]([H])([N+](=O)[O-])[C@](F)(C#N)[N+](=O)[O-].F>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](F)(C#N)[N+](=O)[O-].F,1.215184952964954
822,[H]N([H])[C@]([H])([N+](=O)[O-])[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](Cl)(C#N)[N+](=O)[O-].F,46.77941900414821
823,[H]N([H])[C@]([H])([N+](=O)[O-])[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-78.86057752977108
824,[H]N([H])[C@]([H])([N+](=O)[O-])[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](F)(C#N)[N+](=O)[O-].Cl,-45.41825678525957
825,[H]N([H])[C@]([H])(C#N)[C@](F)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])(C#N)[C@@]([H])(C#N)[N+](=O)[O-].F,-29.983772180328288
826,[H]N([H])[C@]([H])(C#N)[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@]([H])(C#N)[C@@](Cl)(C#N)[N+](=O)[O-].F,46.20754315433658
827,[H]N([H])[C@]([H])(C#N)[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])(C#N)[C@@]([H])(C#N)[N+](=O)[O-].Cl,-75.09024863071261
828,[H]N([H])[C@]([H])(C#N)[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])[C@]([H])(C#N)[C@@](F)(C#N)[N+](=O)[O-].Cl,-45.77764012983214
829,[H]N([H])[C@]([H])(C#N)[C@](Cl)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@]([H])(C#N)[C@@](Cl)(C#N)[N+](=O)[O-].Cl,1.1010667038809177
830,[H]N([H])[C@]([H])(C([H])([H])[H])[C@](F)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C#N)[N+](=O)[O-].F,-28.3300332477802
831,[H]N([H])[C@]([H])(C([H])([H])[H])[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@]([H])(C([H])([H])[H])[C@@](Cl)(C#N)[N+](=O)[O-].F,47.57066963279328
832,[H]N([H])[C@]([H])(C([H])([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.52034424049344
833,[H]N([H])[C@]([H])(C([H])([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])[C@]([H])(C([H])([H])[H])[C@@](F)(C#N)[N+](=O)[O-].Cl,-46.3872532074041
834,[H]N([H])[C@]([H])(C([H])([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].Cl>>[H]N([H])[C@]([H])(C([H])([H])[H])[C@@](Cl)(C#N)[N+](=O)[O-].Cl,1.3803586401513712
835,[H]N([H])C([H])(N([H])[H])[C@](F)(C#N)[N+](=O)[O-].H>>[H]N([H])C([H])(N([H])[H])[C@@]([H])(C#N)[N+](=O)[O-].F,-27.468867551218924
836,[H]N([H])C([H])(N([H])[H])[C@](F)(C#N)[N+](=O)[O-].F>>[H]N([H])C([H])(N([H])[H])[C@@](F)(C#N)[N+](=O)[O-].F,1.7657229684095554
837,[H]N([H])C([H])(N([H])[H])[C@](F)(C#N)[N+](=O)[O-].Cl>>[H]N([H])C([H])(N([H])[H])[C@@](Cl)(C#N)[N+](=O)[O-].F,47.804682375004006
838,[H]N([H])C([H])(N([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].H>>[H]N([H])C([H])(N([H])[H])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.1676502853602
839,[H]N([H])C([H])(N([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].F>>[H]N([H])C([H])(N([H])[H])[C@@](F)(C#N)[N+](=O)[O-].Cl,-44.93305976566038
840,[H]N([H])C([H])(N([H])[H])[C@](Cl)(C#N)[N+](=O)[O-].Cl>>[H]N([H])C([H])(N([H])[H])[C@@](Cl)(C#N)[N+](=O)[O-].Cl,1.105899640791392
841,[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].F,-22.454657166799453
842,[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])[H].F,49.16842738139551
843,[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([N+](=O)[O-])C([H])([H])[H].Cl,-71.62301569453092
844,[H]C([H])([H])C(Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])C(F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.16836768291207
845,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-25.97308465743595
846,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,47.26416174330636
847,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-73.23735249819919
848,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-47.26407239080349
849,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])C#N.F,-24.32285736358921
850,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])C#N.Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])C#N.F,47.98866633699562
851,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])C#N.Cl,-72.3116488240885
852,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])C#N.F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])C#N.Cl,-47.9888888290765
853,[H]C([H])([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-22.1778359484108
854,[H]C([H])([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,49.49792351438263
855,[H]C([H])([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-71.67587345446066
856,[H]C([H])([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.49793715186761
857,[H]N([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-21.98217560324338
858,[H]N([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,47.55613607625761
859,[H]N([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-69.53840545562343
860,[H]N([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-46.77084989979511
861,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,-25.973128448853807
862,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F,47.26416178033104
863,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-73.23739769584138
864,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[N+](=O)[O-].Cl,-47.264151068669406
865,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].F,-29.433710253001948
866,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].F,47.3475546765539
867,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].Cl,-76.78118330812109
868,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([N+](=O)[O-])[N+](=O)[O-].Cl,-47.347843026902616
869,[H]C([H])([H])[C@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F,-28.009636055564894
870,[H]C([H])([H])[C@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F,47.582475451527856
871,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-74.92795220465467
872,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@@]([H])(C#N)[N+](=O)[O-].Cl,-47.463295630379065
873,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-24.28024086299928
874,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,1.386519227223424
875,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,49.80676747530823
876,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-73.51474353370945
877,[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-47.84798344348674
878,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-24.178137989938765
879,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@](F)([N+](=O)[O-])C([H])([H])[H].F,1.3667713140119633
880,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,49.63152626071918
881,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-73.35715705179636
882,[H]N([H])[C@@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@@]([H])([N+](=O)[O-])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-47.81224774777432
883,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])C#N.F,-24.322857362376453
884,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])C#N.Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])C#N.F,47.98866633820836
885,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])([H])C#N.Cl,-72.3116485611348
886,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])C#N.F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])C#N.Cl,-47.98888856612282
887,[H]C([H])([H])[C@](F)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].F,-26.523955892330942
888,[H]C([H])([H])[C@](F)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].F,47.46370771593092
889,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].Cl,-74.65210413337928
890,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@]([H])(C#N)[N+](=O)[O-].Cl,-47.58253992599836
891,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])(C#N)C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])(C#N)C#N.F,-25.83963017199409
892,[H]C([H])([H])[C@](F)([N+](=O)[O-])C([H])(C#N)C#N.Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])(C#N)C#N.F,46.975710237250325
893,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])(C#N)C#N.H>>[H]C([H])([H])[C@@]([H])([N+](=O)[O-])C([H])(C#N)C#N.Cl,-72.81109565084165
894,[H]C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])(C#N)C#N.F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])C([H])(C#N)C#N.Cl,-46.97119508352304
895,[H]C([H])([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-22.77230288885961
896,[H]C([H])([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@]([H])(C#N)[C@](F)([N+](=O)[O-])C([H])([H])[H].F,1.1433468491676635
897,[H]C([H])([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])[C@@]([H])(C#N)[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,49.21705063194509
898,[H]C([H])([H])[C@@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-72.12837202878403
899,[H]C([H])([H])[C@@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@]([H])(C#N)[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-48.212722290756766
900,[H]N([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-23.15234575760286
901,[H]N([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@@]([H])(C#N)[C@](F)([N+](=O)[O-])C([H])([H])[H].F,1.1433789376487975
902,[H]N([H])[C@@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])[C@@]([H])(C#N)[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,48.4091278650223
903,[H]N([H])[C@@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-71.91234289682511
904,[H]N([H])[C@@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@@]([H])(C#N)[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-47.61661820157346
905,[H]C([H])([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-22.17787120567636
906,[H]C([H])([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,49.49776991059167
907,[H]C([H])([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-71.6756072570942
908,[H]C([H])([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.49766500394365
909,[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-26.70267451869763
910,[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@](F)([N+](=O)[O-])C([H])([H])[H].F,-1.3863085660694097
911,[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,47.84758816458776
912,[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-75.12297394063721
913,[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@]([H])([N+](=O)[O-])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.80660798808035
914,[H]C([H])([H])[C@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-25.056134640166484
915,[H]C([H])([H])[C@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@@]([H])(C#N)C([H])([H])[H].F,-1.1434138392741389
916,[H]C([H])([H])[C@]([H])(C#N)[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])[C@@](Cl)([N+](=O)[O-])[C@@]([H])(C#N)C([H])([H])[H].F,48.21264906212605
917,[H]C([H])([H])[C@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])[C@]([H])(C#N)[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-73.12931137942712
918,[H]C([H])([H])[C@]([H])(C#N)[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])[C@@](F)([N+](=O)[O-])[C@@]([H])(C#N)C([H])([H])[H].Cl,-49.21659057853479
919,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])(C([H])([H])[H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-22.263038956963047
920,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]C([H])([H])C([H])(C([H])([H])[H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,49.01770421383844
921,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]C([H])([H])C([H])(C([H])([H])[H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-71.28067822880524
922,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]C([H])([H])C([H])(C([H])([H])[H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.01751163211407
923,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-22.056665466816696
924,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,47.829986159403006
925,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-70.98844186376368
926,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-49.19700508744346
927,[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])[C@@]([H])(C([H])([H])[H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].Cl,-1.1017902375439803
928,[H]N([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-21.98064020488346
929,[H]N([H])C([H])([H])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])C([H])([H])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,47.5576805916053
930,[H]N([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])C([H])([H])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-69.53841457653479
931,[H]N([H])C([H])([H])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])C([H])([H])[C@](F)([N+](=O)[O-])C([H])([H])[H].Cl,-46.77085008634523
932,[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].F,-26.139810605448588
933,[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].F>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@](F)([N+](=O)[O-])C([H])([H])[H].F,-1.3665969022992284
934,[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](F)([N+](=O)[O-])C([H])([H])[H].Cl>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@](Cl)([N+](=O)[O-])C([H])([H])[H].F,47.81255063835204
935,[H]N([H])[C@]([H])([N+](=O)[O-])[C@@](Cl)([N+](=O)[O-])C([H])([H])[H].H>>[H]N([H])[C@]([H])([N+](=O)[O-])[C@]([H])([N+](=O)[O-])C([H])([H])[H].Cl,-74.40479845753401
