SMILES,QMOF
[Cu][Cu].[N]n1c(nnc1c1ccncc1)c1ccncc1.[O-]C(=O)c1cc(C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]&&fsc.cat0,0.107378
[Al].[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O-]C(=O)c1ccc(cc1N)[N][N]c1ccc(c(c1)N)C(=O)[O-].[OH]&&rna.cat0,1.595238
[Cd].[S]c1ccc2c3c1ccc1c3c(cc2)c(cc1)[S]&&hcb.cat0,1.749329
"N#Cc1c(cc(c(c1c1ccc(cc1)c1c(C#N)c(cc(c1C#N)C(=O)[O-])C(=O)[O-])C#N)C(=O)[O-])C(=O)[O-].[Zn][Zn]&&nbo,fof.cat0",2.542809
[Co].[O-]C(=O)C=Cc1c(F)cncc1F.[O-]C(=O)C=Cc1ccncc1F&&rtl.cat0,0.336488
[Al].[O-]C(=O)c1c(F)cc(cc1F)C#Cc1cc(F)c(c(c1)F)C(=O)[O-]&&ttp.cat0,2.220187
COC(=C(C(=C(C(=O)[O-])O)O)O)C(=O)[O-].COC(=C(C(=C(C(=O)[O-])OC)O)O)C(=O)[O-].COC(=C(C(=O)[O-])O)C=C(C(=O)[O-])O.COC(=CC(=O)[O-])C=C(C(=O)[O-])O.CO[C]([C](C(=O)[O-])O)C(=C(C(=O)[O-])O)O.COc1c(OC)c2c(C(=O)[O-])c(O)c(c(c2c(c1O)OC)C(=O)[O-])O.[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.5819
CNC1CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].CNc1cc2cc(ccc2cc1C(=O)[O-])C(=O)[O-].[Al].[OH]&&rna.cat0,2.106922
[Ni].n1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1ccncc1&&sql.cat0,1.312051
O=C(c1cc(cc(c1)C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])NCC(=O)[O-].[OH2][Co][OH2].n1ccc(cc1)c1ccncc1&&tfz.cat0,0.490585
[Co].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-].[n-]1[nH]cc(c1)Cc1c[nH][n-]c1&&sql.cat0,1.659576
I[Cu][Cu]I.[O-]C(=O)c1ccncc1.[Yb]&&sql.cat0,0.949567
OC(=C(C(=O)[O-])O)C(=O)[O-].[Al].[O-]C(=O)c1ccc(c2c1cc(O)c(c2)O)C(=O)[O-].[OH]&&rna.cat0,2.025254
[O-]C(=O)C=Cc1cnc[nH]1.[Zn]&&dia.cat3,2.690909
C(Cc1ccncc1)Cc1ccncc1.[Cd].[O-]C(=O)c1cc(OCc2ccccc2C(=O)[O-])cc(c1)C(=O)[O-]&&sql.cat0,2.969486
C1=Nc2c([N]1)cc1c(c2)[N]C=N1.CS(=O)(=O)C.[Zn]&&dia.cat0,2.869237
OC(=O)c1c(cccc1C(=O)[O-])C(=O)[O-].[OH2][Cu].n1ccc(cc1)CCc1ccncc1&&sql.cat0,0.875976
C1=CC=C([N]1)C(=C1C=CC=N1)c1ccc(cc1)n1ccnc1.C1=CN=C([CH]1)[C](C1=C[CH]C=N1)c1ccc(cc1)n1ccnc1.C1=CN=C([CH]1)[C](c1ccc(cc1)n1cncc1)C1=CC=C[N]1.C1=CN=C([CH]1)[C](c1ccc(cc1)n1cncc1)C1=NC=C[CH]1.Cl[Cd]Cl.[CH]1C=NC(=C1)[C](c1ccc(cc1)n1cncc1)C1=CC=C[N]1.[Ni].c1cnc(nc1)c1ncccn1&&lil.cat0,0.173088
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Yb]&&pcu.cat0,3.171245
C[NH]=C([CH]C(=O)[O-])C=CC(=O)[O-].[Al].[O-]C(=O)C=CC=CC(=O)[O-].[OH]&&rna.cat0,1.440804
"Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu]&&rtl,sql.cat0",0.316771
O=C1C(=O)C(=O)C1=O.[OH2][Fe][OH2]&&nbo.cat0,0.436838
[Ni].n1ccc(cc1)c1ccncc1&&MISMATCH.cat2,0.194648
[O-]C(=O)c1ccc2c(c1)[nH]cn2.[O-]C(=O)c1ccc2c(c1)nc[nH]2.[OH2][Cd]&&sql.cat1,2.95975
[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[Zn].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1&&dia.cat0,2.690086
Cc1cc(ccc1C#Cc1ccc(cc1C)C(=O)[O-])C(=O)[O-].[Al].[O-]C(=O)c1cc2c(s1)cc(s2)C(=O)[O-].[OH]&&rna.cat0,2.355738
[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-].[Zn][Zn]&&rtl.cat0,1.888782
CCOC(=C(C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C#Cc2ccc(c(c2)OCC)C(=O)[O-])ccc1C(=O)[O-].CCOc1nccc(c1)C#Cc1ccnc(c1)OCC.[Zn][Zn]&&pcu.cat0,1.062703
Cl[Cd]Cl.n1ccc(cc1)Cn1cncn1&&sql.cat0,3.481884
[O-]C(=O)c1ccccc1[S].[Zn]&&cpv.cat0,2.70033
Fc1cc(ccc1c1ccc(cc1F)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc2cc(N)c3c4c2c(c1)c(N)cc4cc(c3)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,1.262919
[Na].[O-]C(=O)C=CC(=O)O&&fsc.cat0,2.935696
N#C[N]C#N.[Cd]&&hcb.cat0,2.721912
S=[C]1=NC(=CC=N1)c1ccncc1.[Cu]1[Cu]2[Cu]1[Cu]2&&sql.cat1,0.483409
[Co].n1ccc(cc1)c1ccncc1&&sql.cat0,1.247434
F[Fe]F.[Fe].[O]P(=O)([O])[O]&&fes.cat0,0.241871
O=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Cd].c1ncn(c1)c1ccc2c(c1)ccc(c2)n1cncc1&&sql.cat1,2.569931
[Al].[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1ccc(c2c1cc(N(=O)=O)c(c2)N(=O)=O)C(=O)[O-].[OH]&&rna.cat0,2.396385
CCOc1ccc2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].CCOc1cccc2c1c(ccc2C(=O)[O-])C(=O)[O-].OC(=O)c1cc(C(=O)O)c2c(c1)c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])C(=O)O)C(=O)O.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn][Zn]&&nbo.cat0,1.603566
OC(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c(c1S(O)([O])[O])S(O)([O])[O])C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,2.473069
[Al].[O-]C(=O)c1ccc(c2c1cc(C)c(c2)C)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)C#Cc1ccc(c(c1)F)C(=O)[O-].[OH]&&rna.cat0,2.183536
N#C[N]C#N.[Fe].c1ccncn1&&pcu.cat0,0.289474
CCOc1cc(cc2c1ccc1c2ccc2c1c(OCC)c(cc2)C(=O)[O-])C(=O)[O-].CCOc1cc(ccc1[N][N]c1ccc(c(c1OCC)OCC)C(=O)[O-])C(=O)[O-].CCOc1cc(ccc1[N][N]c1ccc(cc1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.213171
[N]([CH]c1ccncc1)[N][CH]c1ccncc1.[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[OH2][Cd][OH2]&&sql.cat0,1.958269
[O-]C(=O)c1cc(N(=O)=O)c(cc1N(=O)=O)C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,2.07667
O=CC1C(C=O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2(C=O)S([O])([O])O)(C=O)S(O)([O])[O].O=CC1C(C=O)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2(C=O)S([O])([O])O)(C=O)S([O])([O])O.[O-]C(=O)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.791819
[In].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-]&&dia.cat1,2.622807
CCOC(=C(C(=O)[O-])OCC)C(=O)[O-].CCOc1cc(C=Cc2cc(N(=O)=O)c(c(c2N(=O)=O)OCC)C(=O)[O-])cc(c1C(=O)[O-])N(=O)=O.[O-]C(=O)C=C(N(=O)=O)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.606513
[C]#N.[Cd]&&pts.cat0,4.769673
[Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(s1)c1ccncc1&&pcu.cat0,0.344811
ClC(=C(c1ccncc1)Cl)c1ccncc1.[Zn]&&sql.cat0,2.093471
O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn]&&mab.cat0,1.059212
N=CC=N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])O.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn]&&pcu.cat0,1.075133
