SMILES,QMOF
[Co].n1cc([nH]c1)c1cc(cc(c1)c1[nH]cnc1)c1[nH]cnc1&&hcb.cat1,1.159822
O=CC(=CC(=O)[O-])C(=C(C(=O)[O-])C=O)C=O.O=CC(=CC(=O)[O-])C=CC(=O)[O-].O=CC(=CC=CC(=O)[O-])C(=O)[O-].O=CC1C(C=O)(C=O)C2(C(=O)[O-])C(C(C1(C(=O)[O-])C(C2(C=O)C=O)(C=O)C=O)C=O)(C=O)C=O.[O-]C(=O)C=CC=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.250949
[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1cc(cc(c1)c1[nH]c2c(n1)cncc2)c1[nH]c2c(n1)ccnc2&&pcu.cat1,2.474141
N1CCNCC1.[Ni].[O-]C(=O)c1ccc(cc1)C(=O)[O-]&&dia.cat0,1.253828
[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn].c1cc(nc(c1)n1cncc1)n1cncc1&&hcb.cat0,3.091669
Clc1cnccn1.OC(=O)c1cc2c(C(=O)[O-])c(C(=O)O)c(c(c2cc1C(=O)O)C(=O)[O-])C(=O)O.[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[Zn][Zn]&&pcu.cat0,1.688453
[O-]C(=O)c1ccc(cc1)Nc1cc(cc(c1)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[OH2][Er][OH2]&&kgd.cat0,2.317764
CCOC(=C(C(=C(C(=O)[O-])Br)OCC)OCC)C(=O)[O-].CCO[C](C(=C(C(=O)[O-])OCC)OCC)[C](C(=O)[O-])Br.[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn]&&nbo.cat0,2.02938
N1=C[C](C=N1)C12CCC(CC1)(CC2)C1=C[N]N=C1.N1=NC=C([CH]1)C12CCC(CC1)(CC2)[C]1C=NN=C1.N1=NC=C([CH]1)c1ccc(cc1)[C]1C=NN=C1.O=CC1=C(C=N[N]1)c1ccc(cc1)C1=CN=N[CH]1.O=CC1=C(C=N[N]1)c1ccc(cc1)[C]1C=NN=C1.O=CC1=NN=C[C]1c1ccc(cc1)C1=C[N]N=C1.[Zn]&&bcu.cat0,1.985499
CCOc1cc(ccc1N1C(=O)c2ccc3c4c2c(C1=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)N(C3=O)c1ccc(cc1OCC)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccncc1&&pcu.cat0,1.247446
[O-]C(=O)CCC(=O)[O-].[O][U][O]&&sql.cat0,1.633998
[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1&&pcu.cat1,0.249583
N#CC1=C(C#N)[N]C=N1.[Cu]&&pts.cat0,1.958867
[Ni].[O-]C(=O)c1cccc(c1)C(=O)[O-].n1ccc(cc1)c1ccncc1&&sql.cat0,0.660554
N1=C[C](C=N1)C=CC1=C[N]N=C1.N1=C[C](C=N1)c1ccc(cc1)C1=C[N]N=C1.O=N(=O)C1=NN=C[C]1c1ccc(cc1)C1=C[N]N=C1.[Zn]&&hxl.cat0,0.987192
[O-]C(=O)C.[O-]C(=O)CN1CCCCN(CC(=O)[O-])Cc2cc(C)cc(c2[O])CN(CCCCN(Cc2c(c(C1)cc(C)c2)[O])CC(=O)[O-])CC(=O)[O-].[Zn]&&dia.cat0,3.51176
O=N(=O)c1cc2c(cc1N(=O)=O)c(C(=O)[O-])c(c(c2C(=O)[O-])N(=O)=O)N(=O)=O.[Al].[O-]C(=O)c1ccc(cc1F)C#Cc1ccc(c(c1)F)C(=O)[O-].[OH]&&rna.cat0,1.571061
CCc1ccc(c(c1S(O)([O])[O])c1cc(C(=O)[O-])c(cc1C(=O)[O-])c1c(ccc(c1S([O])([O])O)CC)S(O)([O])[O])S([O])([O])O.CCc1cnc(cc1C#Cc1cc(CC)ncc1CC)CC.[O-]C(=O)c1c(cc(c(c1S(O)([O])[O])S([O])([O])O)C#Cc1cc(c(c(c1S([O])([O])O)S([O])([O])O)C(=O)[O-])S([O])([O])O)S(O)([O])[O].[Zn]&&pcu.cat0,1.961577
Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].c1cnc([nH]1)c1ncc[nH]1&&sql.cat0,2.835204
[O][As]([O])[O].[Zn][OH]1[Zn]([OH2])[OH]([Zn]1[OH2])[Zn]&&kgd.cat0,3.420975
[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccncc1&&pcu.cat0,1.921701
N#CC12CCC(CC1)(C(C2c1ccccc1)c1ccccc1)C#N.N#CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2)C#N.N#Cc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn]&&pcu.cat0,1.266321
S=C1[N]N=C(S1)CN1[CH]N=C[N]1.[Cd]&&qtz.cat0,3.044542
CCCC(=CC#CC(=O)[O-])C#CC(=O)[O-].CCOC1Cc2c1nccn2.CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2.[Zn][Zn]&&pcu.cat0,1.624945
[Au][Au].[C]#N.[Fe]&&sql.cat0,2.09101
[Cu].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-]&&utp.cat1,0.902551
[Li][OH2].[Li][OH2][Li][OH2].[O]c1ccc(c2c1C1c3c([O])ccc(c3C2c2c1c([O])ccc2[O])[O])[O]&&bey.cat0,0.761033
OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O.[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]&&pcu.cat0,0.978575
C1=N[CH]N([N]1)Cc1ccc(cc1)Cn1cncn1.[Cd]&&sql.cat0,3.386109
O=Cc1cc([N][N]c2ccc(c(c2)C=O)C(=O)[O-])ccc1C(=O)[O-].O=Cc1cnccc1[N][N]c1ccncc1C=O.[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[Zn][Zn]&&pcu.cat0,0.217006
O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[Cd]&&sql.cat0,3.005136
C1CN2CCN1CC2.CCCC1(CCC)CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-].[Zn][Zn]&&pcu.cat0,3.789929
[O-]C(=O)c1cc2c3c(c1)c(N(=O)=O)c(c1c3c(c(c2N(=O)=O)N(=O)=O)cc(c1)C(=O)[O-])N(=O)=O.[O-]C(=O)c1ccc(cc1Br)c1ccc(c(c1)Br)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,1.808207
Nc1ncnc2=[N]=CN=c12.[O-]C(=O)c1ccncc1.[Zn]&&dmp.cat0,2.232467
O=C1CCCN1.[Ca].[O-]C(=O)c1cccc(c1)C(=O)[O-]&&rna.cat0,3.467898
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,3.551834
[Cu][OH][Cu][OH][Cu].[O]P(=O)(c1ccc(cc1)c1ccc(cc1)P(=O)([O])[O])[O].n1ccc(cc1)c1ccncc1&&fsc.cat0,0.333245
N#Cc1ccccn1.[Ag].[O]N(=O)=O&&hcb.cat0,1.966621
Nc1c(cc(c(c1C)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])N)C.O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1(C)C1C2(C3(C41C#CC(=O)[O-])N)C.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1ccc(cc1N)C(=O)[O-]&&acs.cat0,1.523447
[O-]C(=O)C(NC(=O)C)(NC(=O)C)C.[OH2][Zn][OH2]&&sql.cat0,4.261453
[Fe].n1ccc(cc1)C#Cc1ccncc1&&sql.cat0,0.833365
Nc1nccc(c1)C#Cc1ccnc(c1)N.[O-]C(=O)C#CC12C3C4C2(C2C1C3(C42C#CC(=O)[O-])N)N.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[Zn][Zn]&&pcu.cat0,1.892963
CCCC1(CCC)CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2(C=O)CCC)(C=O)CCC.O=CC1(C=O)CC2(CCC1(CC2)C(=O)[O-])C(=O)[O-].O=CC1N2CCN(C1C=O)C(C2C=O)C=O.[Zn][Zn]&&pcu.cat0,2.429928
CCOc1c(C(=O)[O-])c2C(Br)C(c2c(c1OCC)C(=O)[O-])Br.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccncc1&&pcu.cat0,1.809597
[C]#N.[Cu].n1ncn(c1)CCn1cnnc1&&pcu.cat0,2.615843
[O-]C(=O)c1cc(N)c2c(c1)c(N)cc(c2)C(=O)[O-].[O-]C(=O)c1sc2c(c1)sc(c2F)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,1.366743
[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-].[Sm]&&pcu.cat0,1.995403
[Cd].[S]C#N.n1ncn(c1)n1cnnc1&&bex.cat0,3.283822
[O-]C(=O)C12c3ccccc3C(c3c1cccc3)(c1c2cccc1)C(=O)[O-].[Zn][Zn].c1ccc2c(c1)C1(C#Cc3ccncc3)c3c(C2(C#Cc2ccncc2)c2c1cccc2)cccc3&&pcu.cat0,1.961134
COc1cc2ccc3c(c2c(c1C(=O)[O-])C(=O)O)ccc1c3c(C(=O)O)c(c(c1)OC)C(=O)[O-].OC(=O)c1cc(C(=O)[O-])c(cc1C#Cc1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-])C(=O)O.[Zn][Zn].n1ccc(cc1)C#Cc1ccncc1&&pcu.cat0,1.637721
O=N(=O)c1cc(cc(c1[N][N]c1c(cc(c(c1Br)Br)C(=O)[O-])N(=O)=O)Br)C(=O)[O-].[O-]C(=O)c1cc(Br)c2c(c1)ccc(c2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.675557
[O-]C(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-].[OH2][Mn][OH2].n1ccc(cc1)c1ccncc1&&sql.cat0,0.632567
N1=C[C](C=N1)C#CC12C3C4C2C2C1C3C42C#CC1=C[N]N=C1.O=N(=O)C12C3C4(C2(C2C1(C3(C42N(=O)=O)C#CC1=C[N]N=C1)O)C#CC1=C[N]N=C1)O.O=N(=O)C12C3C4(C2(C2C1(C3(C42N(=O)=O)N(=O)=O)C#C[C]1C=NN=C1)N(=O)=O)C#CC1=C[N]N=C1.O=N(=O)C12C3C4C2(C2C1C3(C42N(=O)=O)C#CC1=C[N]N=C1)C#C[C]1C=NN=C1.[Zn]&&bcu.cat0,1.257758
OC1=NN=C[C]1C12C(N)C(N)C(C(C1O)(N)O)(C(C2(N)O)N)[C]1C=NN=C1O.OC1=NN=C[C]1C=CC=CC1=C[N]N=C1.OC1=NN=C[C]1[CH]C=C[CH]C1=C[N]N=C1.[Zn]&&hxl.cat0,2.136014
O=C1[CH]C(=O)NC(=S)N1.[OH2][Mg][OH2]&&dia.cat0,2.46287
[O-]C(=O)c1ncc(nc1)C(=O)[O-].[OH2][Th][OH2]&&dia.cat0,2.032217
Cl[Cd][Cd]Cl.[O-]C(=O)CN1[CH]N(c2c1cccc2)CC(=O)[O-]&&sql.cat0,3.248511
C1CN2CCN1CC2.O=C(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn]&&crs.cat0,2.554918
[O-]C(=O)c1cc(C)c(cc1C)C(=O)[O-].[O-]C(=O)c1sc2c(c1)sc(c2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.465751
[O-]C(=O)C1CCC[NH](C1)CP(=O)([O])[O].[OH2][Cd]Cl&&lvt.cat0,3.991859
N1=NN=C([N]1)c1ccc(cc1)C1=NN=N[N]1.[Zn].n1ccc(cc1)c1ccncc1&&dia.cat0,1.615961
[Mn].[N][N][N].c1ccncn1&&pcu.cat0,1.028078
CCCOC1C(C)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])C(C2C)C.CCCOc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])C.[Al].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[OH]&&rna.cat0,2.254661
[O-]C(=O)CCC(C(=O)[O-])NC(=O)C(C(C)C)N.[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,3.078704
[In].[O-]C=O.[OH]&&sne.cat0,4.338207
[Cd].[O]S(=S)(=O)[O].n1ccc(cc1)C=Cc1ccncc1&&dia.cat0,2.070973
[O-]C(=O)C=CC(=O)[O-].[Zn].c1ncn(c1)c1ccc(cc1)n1cncc1&&dia.cat0,2.926453
[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1&&rob.cat0,0.239353
[Cd].[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1&&dia.cat0,2.081453
[O-]C(=O)c1cccnc1.[Zn]&&lvt.cat0,3.066057
[O-]C(=O)C12CCC(CC1)(CC2)C(=O)[O-].[O-]C(=O)c1cc(C)c(c(c1)C)C#Cc1c(C)cc(cc1C)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.5482
[O-]C(=O)c1ccc2c(c1)n(cc(c2=O)C(=O)[O-])C(C)C.[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.920266
[O-]C(=O)C=CC(=CC(=O)[O-])Br.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.834161
BrC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[Al].[O-]C(=O)c1cc(Br)c2c(c1Br)ccc(c2F)C(=O)[O-].[OH]&&rna.cat0,2.505454
O=C1N(Cc2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)Cc1ccncc1.[Mn]&&sql.cat1,0.097979
[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn].n1ccc(cc1)COc1ccc(cc1)OCc1ccncc1&&pcu.cat0,2.292079
Clc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,3.578546
SCCS([O])([O])[O].[OH2][Na]&&hcb.cat1,4.430354
O=C(c1ccccc1C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Ni][Ni].n1ccc(cc1)c1ccncc1&&sql.cat0,0.609426
"[O-]C(=O)c1cc(C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Tb]&&pts,sur.cat0",3.239141
C(Cn1cncc1)CCn1cncc1.[Cd]&&sql.cat0,4.018339
N1=C[N]N([CH]1)Cc1ccc(cc1)CN1[N]C=N[CH]1.[Cu]&&sql.cat0,1.020466
O=N(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)c1sc2c(c1)sc(c2F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.222316
"OC(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd].c1ncn(c1)c1ccc(cc1)n1cncc1&&tfz-d,sql.cat0",2.584493
O[Al][O]([Al])[Al].[O-]C(=O)C#CC12CCC(CC1)(C(C2O)(O)O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]&&acs.cat0,1.433959
N#C[N]C#N.[Zn].n1ccc(cc1)CCc1ccncc1&&sql.cat0,3.583251
[Co].[O-]C(=O)c1cccc(c1)C(=O)[O-].n1ccc(cc1)CCc1ccncc1&&sql.cat0,0.462137
[Zn].n1ccc(cc1)c1ccc2c(c1)ccc(c2)c1ccncc1&&sql.cat3,2.651053
COC1=NN=C[C]1c1cc2ccc3c4c2c(c1I)ccc4cc(c3)C1=C[N]N=C1.Ic1c(ccc(c1I)[N][N]c1ccc(cc1)[C]1C=NN=C1)C1=CN=N[CH]1.Ic1c(ccc(c1I)[N][N]c1ccc(cc1)[C]1C=NN=C1)C1=C[N]N=C1.Ic1cc2cc(cc3c2c2c1cc(cc2cc3)C1=CN=N[CH]1)[C]1C=NN=C1.[Zn]&&hex.cat0,1.627371
Nc1ccc(cc1)N.[Cd].[O]S(=O)(=O)[O]&&gra.cat0,2.691751
Cc1c[n+]([O-])c(c[n+]1[O-])C.[Cd].[S]C#N&&sql.cat0,2.310551
Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1ccccc1C(=O)[O-]&&mab.cat0,3.187554
"[O-]C(=O)c1cc(ccc1c1ccc(cc1)c1ccc(cc1C(=O)[O-])C(=O)O)C(=O)[O-].[OH2][Gd]&&kgd,flt.cat0",2.735661
CCCOc1cc(c(cc1c1ccnc(c1)OCCC)OCCC)c1ccnc(c1)OCCC.CCCOc1cc(ccc1C(=O)[O-])c1ccc(cc1)c1ccc(c(c1)OCCC)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[Zn][Zn]&&pcu.cat0,1.8225
[Co][OH2][Co].[Co][OH]([Co])[Co].n1ccncc1&&unc.cat0,0.161248
[O-]C(=O)c1cc(O)c(c(c1)O)C1=N[N]C(=N[N]1)c1c(O)cc(cc1O)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)C#Cc1ccncc1&&pcu.cat0,0.709409
"O=C(c1c(F)c(F)c(c(c1F)F)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Zn].[Zn]&&sql,fes.cat0",2.668216
CCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2S([O])(O)[O])(OCC)OCC.[O]S(c1cnc2c(n1)C(C2)(S([O])(O)[O])S([O])([O])O)([O])[O].OC(=O)c1ccc(c2c1c(ccc2)S([O])(O)[O])C(=O)[O-].[Zn]&&pcu.cat0,1.085581
O=N(=O)c1cc([N][N]c2ccc(c(c2)N(=O)=O)C(=O)[O-])ccc1C(=O)[O-].[Al].[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-].[OH]&&rna.cat0,1.078075
Cc1nccc(c1)C#Cc1ccnc(c1)C.[O-]C(=O)c1cc(O)c2c(c1)c(O)cc(c2)C(=O)[O-].[O-]C(=O)c1ccc(cc1C)C#Cc1ccc(c(c1)C)C(=O)[O-].[Zn][Zn]&&pcu.cat0,1.240404
OC(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c(F)c(F)c(c2c1c(F)c(F)c(c2F)F)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,2.352545
[O-]C(=O)c1cc(N(=O)=O)c2c(c1N(=O)=O)c(cc(c2N(=O)=O)C(=O)[O-])N(=O)=O.[Zn][Zn]&&sql.cat0,1.926391
[N][N][N].[OH2][Cd].[O]c1cccnc1c1ncccc1O&&hcb.cat0,2.403209
[Ga].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH]&&rna.cat0,2.798929
Cc1cncc(n1)CSCc1cncc(n1)C.I[Cu][Cu][Cu]([Cu]([Cu][Cu]I)(I)I)(I)I&&kgd.cat0,0.779018
BrC(=C(c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-].[Al]&&ttp.cat0,1.861222
CC1=NN=C([C]1c1ccc(cc1)C1=C(C)[N]N=C1C)C.[Co]&&dmd.cat0,0.663569
C(Cc1ccncc1)Cc1ccncc1.CCOc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn]&&irl.cat0,3.068089
Fc1cc(ccc1C#Cc1ccc(cc1F)C(=O)[O-])C(=O)[O-].[Al].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[OH]&&rna.cat0,2.405256
[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co][OH2].c1ccc2c(c1)n(cn2)Cc1ccc(cc1)Cn1cnc2c1cccc2&&sql.cat0,0.96381
[O-]C(=O)C=CC(=O)[O-].[OH2][Zn].n1ncn(c1)c1ccc(cc1)n1cnnc1&&hcb.cat1,3.005824
BrN=CC=N.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C=C(C(=C(C(=O)[O-])Br)Br)Br.[Zn][Zn]&&pcu.cat0,0.9807
[Mn].[O-]C(=O)CSc1nnc(s1)SCC(=O)[O-].n1ccc(cc1)CCc1ccncc1&&sql.cat0,1.346013
[Nd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]&&rnb.cat0,3.381734
"[O]P(=O)(CCCCP(=O)(O)[O])O.[Zn]&&pts,dmd.cat0",5.757602
[O-]C(=O)c1c(N)c(N)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1cc(N(=O)=O)c(cc1N(=O)=O)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43&&fcu.cat0,0.498269
[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1ccc(cc1C)c1ccc(c(c1)C)C(=O)[O-].[Zn][Zn].n1ccc(cc1)c1ccncc1&&pcu.cat0,1.708173
[Al].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-].[OH]&&rna.cat0,1.535032
[Al].[O-]C(=O)c1c(O)c(O)c(c(c1O)O)c1cc(cc(c1)c1c(O)c(O)c(c(c1O)O)C(=O)[O-])c1c(O)c(O)c(c(c1O)O)C(=O)[O-]&&tsg.cat0,0.77383
C(Cn1cncc1)CCn1cncc1.[Cd].[O-]C(=O)c1cscc1C(=O)[O-]&&cds.cat0,3.778026
[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]&&sql.cat0,3.241927
O=CC12C3C4C2(C2C1C3(C42)C#CC(=O)[O-])C#CC(=O)[O-].O[Al][O]([Al])[Al].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])F)F&&acs.cat0,0.744179
CC(=C[C](c1cccc(c1)n1cncc1)[O])[O].[Mn]&&sql.cat0,0.193346
I[Cu][Cu]I.Nn1c(nnc1c1cccnc1)c1cccnc1&&sql.cat0,1.441368
Cc1[nH][n-]c(c1Cc1c(C)[n-][nH]c1C)C.[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn]&&qzd.cat0,3.165546
[Cd].[O-]C(=O)c1cc2ccccc2c(c1O)Cc1c(O)c(cc2c1cccc2)C(=O)[O-]&&sql.cat1,1.11688
CCC1Cc2c1nccn2.CCc1cc(ccc1[N][N]c1ccc(c(c1)Br)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][Zn]&&pcu.cat0,1.467861
[N][Fe][Fe][N].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Fe]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]&&sql.cat0,0.464954
[Al].[O-]C(=O)c1c(N(=O)=O)c(N(=O)=O)c(c(c1N(=O)=O)N(=O)=O)C#Cc1c(N(=O)=O)c(N(=O)=O)c(c(c1N(=O)=O)N(=O)=O)C(=O)[O-]&&ttp.cat0,2.18906
[O-]C(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)[O-].[OH2][Gd]([OH2])[OH2].[OH2][Gd][OH2]&&cds.cat1,2.541191
[Al].[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1c(F)c(F)c(c2c1c(F)c(F)c(c2F)F)C(=O)[O-].[OH]&&rna.cat0,2.502372
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[OH2][Zn].n1ccc(cc1)c1ccncc1&&bex.cat1,2.269391
CC(=CC1=C[N]N=C1)C(=C[C]1C=NN=C1)C.CC(=CC1=C[N]N=C1)[C]([CH]C1=C[N]N=C1)C.CC1=NN=C[C]1C=CC(=C(C1=C[N]N=C1)N(=O)=O)C.CC1=NN=C[C]1C=C[C]([C](C1=CN=N[CH]1)N(=O)=O)C.CC1=NN=C[C]1[CH][CH]C(=C(C1=C[N]N=C1)N(=O)=O)C.N1=C[C](C=N1)C12C3C4C2C2C1C3C42[C]1C=NN=C1.O=N(=O)[C](C1=C[N]N=C1)[C](C=C[C]1C=NN=C1C)C.[Zn]&&bcu.cat0,1.45018
C(Cn1cncc1)CCn1cncc1.CC(CC(=O)[O-])CC(=O)[O-].[Zn]&&sql.cat0,3.826662
CCc1cc(ccc1C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)c(N(=O)=O)c(c4C(=O)N(C3=O)c1ccc(cc1CC)C(=O)[O-])N(=O)=O.CCc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N(=O)=O.CCc1cnc2c(n1)cccc2.[Zn][Zn]&&pcu.cat0,0.83772
CCOC(=C(C#CC(=O)[O-])Cl)C#CC(=O)[O-].CCOC1Cc2c1nc(c(n2)OCC)OCC.CCOc1c(OCC)c(C(=O)[O-])c2c(c1C(=O)[O-])C(C2(Cl)OCC)OCC.[Zn][Zn]&&pcu.cat0,1.879535
[Al].[O-]C(=O)c1sc2c(c1)sc(c2N(=O)=O)C(=O)[O-]&&ttp.cat0,2.123228
CCC12C3C4(C2(C2C1(C3(C42CC)C(=O)[O-])N(=O)=O)C(=O)[O-])N(=O)=O.[O-]C(=O)C#CC#CC#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.093364
N#Cc1cc([N][N]c2ccc(cc2)C(=O)[O-])ccc1C(=O)[O-].N#Cc1cc2cc(ccc2c(c1C(=O)[O-])C#N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,1.584901
N#Cc1ncc(nc1)C#N.[Ag]&&lvt.cat0,1.024569
[Al].[O-]C(=O)c1ccc(cc1O)C1=NC(=[N]=C([N]1)c1ccc(c(c1)O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-]&&tsg.cat0,2.013882
[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O-]C(=O)c1sc2c(c1Br)sc(c2Br)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn]&&pcu.cat0,2.496647
